level	batch	reading_id	word	reading	meaning	han_viet
n4_advanced_drafts	batch_0101_0110	R_0101	朝寝坊	あさねぼう	ngủ nướng, thức dậy muộn	Triêu Tẩm Phường
n4_advanced_drafts	batch_0101_0110	R_0101	目覚まし時計	めざましどけい	đồng hồ báo thức	Mục Giác Thì Kế
n4_advanced_drafts	batch_0101_0110	R_0101	急ぐ	いそぐ	vội, nhanh lên	Cấp
n4_advanced_drafts	batch_0101_0110	R_0101	着替える	きがえる	thay đồ	Trứ Thế
n4_advanced_drafts	batch_0101_0110	R_0101	満員	まんいん	đông nghẹt, kín chỗ	Mãn Viên
n4_advanced_drafts	batch_0101_0110	R_0101	上司	じょうし	sếp, cấp trên	Thượng Ti
n4_advanced_drafts	batch_0101_0110	R_0101	我慢する	がまんする	nhịn, chịu đựng	Ngã Mạn
n4_advanced_drafts	batch_0101_0110	R_0102	健康診断	けんこうしんだん	khám sức khỏe định kỳ	Kiện Khang Chẩn Đoạn
n4_advanced_drafts	batch_0101_0110	R_0102	体重	たいじゅう	cân nặng	Thể Trọng
n4_advanced_drafts	batch_0101_0110	R_0102	食生活	しょくせいかつ	thói quen ăn uống	Thực Sanh Hoạt
n4_advanced_drafts	batch_0101_0110	R_0102	レシピ	レシピ	công thức nấu ăn	
n4_advanced_drafts	batch_0101_0110	R_0102	挑戦する	ちょうせんする	thử sức, thử làm điều mới	Khiêu Chiến
n4_advanced_drafts	batch_0101_0110	R_0102	一汁三菜	いちじゅうさんさい	cơm Nhật chuẩn: 1 món canh + 3 món phụ (triết lý ăn uống cân bằng)	Nhất Trấp Tam Thái
n4_advanced_drafts	batch_0101_0110	R_0102	代わりに	かわりに	thay vào đó	Đại
n4_advanced_drafts	batch_0101_0110	R_0102	減る	へる	giảm	Giảm
n4_advanced_drafts	batch_0101_0110	R_0103	送料	そうりょう	phí vận chuyển	Tống Liêu
n4_advanced_drafts	batch_0101_0110	R_0103	合計	ごうけい	tổng cộng	Hợp Kế
n4_advanced_drafts	batch_0101_0110	R_0103	返品する	へんぴんする	trả lại hàng	Phản Phẩm
n4_advanced_drafts	batch_0101_0110	R_0103	触る	さわる	sờ, chạm	Xúc
n4_advanced_drafts	batch_0101_0110	R_0103	試す	ためす	thử	Thí
n4_advanced_drafts	batch_0101_0110	R_0103	失敗する	しっぱいする	thất bại, mua hỏng	Thất Bại
n4_advanced_drafts	batch_0101_0110	R_0103	結局	けっきょく	cuối cùng, rốt cuộc	Kết Cục
n4_advanced_drafts	batch_0101_0110	R_0103	気に入る	きにいる	ưng ý, thích	Khí Nhập
n4_advanced_drafts	batch_0101_0110	R_0104	散らかる	ちらかる	bừa bộn	Tán
n4_advanced_drafts	batch_0101_0110	R_0104	書類	しょるい	giấy tờ, tài liệu	Thư Loại
n4_advanced_drafts	batch_0101_0110	R_0104	散らばる	ちらばる	ngổn ngang, vương vãi	Tán
n4_advanced_drafts	batch_0101_0110	R_0104	捨てる	すてる	vứt, bỏ	Xá
n4_advanced_drafts	batch_0101_0110	R_0104	取っておく	とっておく	giữ lại	Thủ
n4_advanced_drafts	batch_0101_0110	R_0104	片付ける	かたづける	dọn dẹp, sắp xếp	Phiến Phó
n4_advanced_drafts	batch_0101_0110	R_0105	経験	けいけん	kinh nghiệm	Kinh Nghiệm
n4_advanced_drafts	batch_0101_0110	R_0105	材料	ざいりょう	nguyên liệu	Tài Liêu
n4_advanced_drafts	batch_0101_0110	R_0105	砂糖	さとう	đường	Sa Đường
n4_advanced_drafts	batch_0101_0110	R_0105	塩	しお	muối	Diêm
n4_advanced_drafts	batch_0101_0110	R_0105	間違える	まちがえる	nhầm lẫn	Gian Vi
n4_advanced_drafts	batch_0101_0110	R_0105	膨らむ	ふくらむ	phồng lên, nở ra	Bành
n4_advanced_drafts	batch_0101_0110	R_0105	一生懸命	いっしょうけんめい	hết sức, cố gắng hết mình	Nhất Sanh Huyền Mệnh
n4_advanced_drafts	batch_0101_0110	R_0106	習慣	しゅうかん	thói quen	Tập Quán
n4_advanced_drafts	batch_0101_0110	R_0106	動画	どうが	video, đoạn phim	Động Họa
n4_advanced_drafts	batch_0101_0110	R_0106	夜中	よなか	nửa đêm	Dạ Trung
n4_advanced_drafts	batch_0101_0110	R_0106	遅刻する	ちこくする	đi muộn, trễ giờ	Trì Khắc
n4_advanced_drafts	batch_0101_0110	R_0106	慣れる	なれる	quen, thích nghi	Quán
