level	batch	reading_id	word	reading	meaning	han_viet
n1_advanced_drafts	batch_0581_0590	R_0581	暗影	あんえい	bóng tối, bóng u ám (nghĩa bóng — nỗi đau tiềm ẩn)	Ám Ảnh
n1_advanced_drafts	batch_0581_0590	R_0581	蚕食	さんしょく	xói mòn từ từ, nuốt dần (như tằm ăn lá)	Tằm Thực
n1_advanced_drafts	batch_0581_0590	R_0581	殉死	じゅんし	tuẫn tiết, chết theo chủ nhân hoặc lý tưởng	Tuẫn Tử
n1_advanced_drafts	batch_0581_0590	R_0581	神経衰弱	しんけいすいじゃく	thần kinh suy nhược, neurasthenia	Thần Kinh Suy Nhược
n1_advanced_drafts	batch_0581_0590	R_0581	利己心	りこしん	lòng ích kỷ, tính vị kỷ	Lợi Kỉ Tâm
n1_advanced_drafts	batch_0581_0590	R_0581	罪悪感	ざいあくかん	mặc cảm tội lỗi, cảm giác tội lỗi	Tội Ác Cảm
n1_advanced_drafts	batch_0581_0590	R_0581	内省的	ないせいてき	mang tính nội tâm, hướng vào bên trong	Nội Tỉnh Đích
n1_advanced_drafts	batch_0581_0590	R_0581	崩御	ほうぎょ	băng hà (từ chỉ cái chết của Thiên hoàng)	Băng Ngự
n1_advanced_drafts	batch_0581_0590	R_0581	亀裂	きれつ	vết nứt, sự rạn nứt	Quy Liệt
n1_advanced_drafts	batch_0581_0590	R_0581	過渡期	かとき	thời kỳ quá độ, giai đoạn chuyển tiếp	Quá Độ Kì
n1_advanced_drafts	batch_0581_0590	R_0581	根源的	こんげんてき	tận gốc rễ, mang tính căn nguyên	Căn Nguyên Đích
n1_advanced_drafts	batch_0581_0590	R_0581	昇華	しょうか	thăng hoa, chuyển hóa lên tầng cao hơn	Thăng Hoa
n1_advanced_drafts	batch_0581_0590	R_0581	実存的	じつぞんてき	thuộc về hiện sinh, existential	Thực Tồn Đích
n1_advanced_drafts	batch_0581_0590	R_0581	共同体倫理	きょうどうたいりんり	đạo đức cộng đồng, community ethics	Cộng Đồng Thể Luân Lí
n1_advanced_drafts	batch_0581_0590	R_0581	エゴイズム	エゴイズム	chủ nghĩa vị kỷ, egoism	
n1_advanced_drafts	batch_0581_0590	R_0581	遺書	いしょ	di thư, thư tuyệt mệnh	Di Thư
n1_advanced_drafts	batch_0581_0590	R_0582	悪魔性	あくませい	tính chất quỷ dữ, bản chất ác ma	Ác Ma Tính
n1_advanced_drafts	batch_0581_0590	R_0582	地獄変相図	じごくへんそうず	bức tranh mô tả địa ngục biến	Địa Ngục Biến Tương Đồ
n1_advanced_drafts	batch_0581_0590	R_0582	人倫	じんりん	đạo đức con người, luân lý	Nhân Luân
n1_advanced_drafts	batch_0581_0590	R_0582	踏み躙る	ふみにじる	dẫm lên, chà đạp	Đạp Rin
n1_advanced_drafts	batch_0581_0590	R_0582	執念	しゅうねん	sự ám ảnh, quyết tâm không thể cưỡng lại	Chấp Niệm
n1_advanced_drafts	batch_0581_0590	R_0582	恍惚	こうこつ	trạng thái say sưa, ngất ngây	Hoảng Hốt
n1_advanced_drafts	batch_0581_0590	R_0582	顕現	けんげん	sự hiện thân, biểu hiện rõ ràng	Hiển Hiện
n1_advanced_drafts	batch_0581_0590	R_0582	昇華	しょうか	thăng hoa, nâng cấp lên cấp độ cao hơn	Thăng Hoa
n1_advanced_drafts	batch_0581_0590	R_0582	触媒	しょくばい	chất xúc tác	Xúc Môi
n1_advanced_drafts	batch_0581_0590	R_0582	相克	そうこく	sự xung đột, mâu thuẫn không thể giải quyết	Tương Khắc
n1_advanced_drafts	batch_0581_0590	R_0582	無辜	むこ	vô tội, trong sạch (văn cổ điển)	Vô Cô
n1_advanced_drafts	batch_0581_0590	R_0582	極北	きょくほく	đỉnh cao cực đoan, biên giới xa nhất	Cực Bắc
