native_advanced_drafts	batch_0671_0680	R_0671	つれづれ	つれづれ	buồn bã trống vắng, thẫn thờ cô đơn (Heian: trạng thái lòng không có điểm tựa)	
native_advanced_drafts	batch_0671_0680	R_0671	小柴垣	こしばがき	hàng rào nhỏ đan bằng cành sậy — thường thấy trong dinh thự quý tộc Heian	Tiểu Sài Viên
native_advanced_drafts	batch_0671_0680	R_0671	惟光朝臣	これみつあそん	Koremitsu Ason — người hầu thân tín của Genji, con của bà vú nuôi	Duy Quang Triêu Thần
native_advanced_drafts	batch_0671_0680	R_0671	持仏	じぶつ	tượng Phật thờ riêng cá nhân, thờ tại nhà hoặc phòng	Trì Phật
native_advanced_drafts	batch_0671_0680	R_0671	念珠	ねんじゅ	tràng hạt — chuỗi hạt dùng trong Phật giáo để đếm số lần tụng kinh	Niệm Châu
native_advanced_drafts	batch_0671_0680	R_0671	花供養	はなくよう	dâng hoa lên cúng Phật, nghi lễ phổ biến trong Phật giáo Heian	Hoa Cung Dưỡng
native_advanced_drafts	batch_0671_0680	R_0671	夕顔	ゆうがお	hoa dạ nhan, hoa bầu trắng nở về chiều tối (cũng là tên nhân vật trong Genji)	Tịch Nhan
native_advanced_drafts	batch_0671_0680	R_0671	苔色	こけいろ	màu rêu, xanh đậm pha nâu — màu thường dùng trong trang phục Heian	Đài Sắc
native_advanced_drafts	batch_0671_0680	R_0671	まみ	まみ	đôi mắt, ánh mắt (cổ văn — chỉ vẻ nhìn, biểu cảm qua đôi mắt)	
native_advanced_drafts	batch_0671_0680	R_0671	少納言の乳母	しょうなごんのめのと	vú nuôi Shonagon — người chăm sóc cô bé Murasaki	Thiếu Nạp Ngân Nhũ Mẫu
native_advanced_drafts	batch_0671_0680	R_0671	みそかに	みそかに	lặng lẽ, bí mật, không để ai hay (cổ văn)	
native_advanced_drafts	batch_0671_0680	R_0671	こまやか	こまやか	tao nhã, tinh tế, dịu dàng đáng yêu (Heian: khen vẻ đẹp tinh tế)	
native_advanced_drafts	batch_0671_0680	R_0671	もの思ひ	ものおもひ	mối sầu lan man, suy tư mơ hồ — khái niệm thẩm mỹ Heian về nỗi buồn không rõ nguyên cớ	Tai
native_advanced_drafts	batch_0671_0680	R_0671	あはれ	あはれ	cảm thức xúc động trước sự vật (aware) — tương đương mono no aware, nỗi buồn đẹp về vô thường	
native_advanced_drafts	batch_0671_0680	R_0671	かなし	かなし	buồn, thương cảm (cổ văn: bao gồm cả 'yêu thương' + 'thương xót' — rộng hơn 悲しい hiện đại)	
native_advanced_drafts	batch_0671_0680	R_0671	のどか	のどか	yên ả, thư thái, bình lặng (cổ văn + hiện đại)	
native_advanced_drafts	batch_0671_0680	R_0671	係り結び	かかりむすび	luật ràng buộc cú pháp cổ văn: 係助詞 (ぞ/なむ/や/か → 連体形, こそ → 已然形) quyết định hình thức vị ngữ cuối câu	Hệ Kết
native_advanced_drafts	batch_0671_0680	R_0671	詠嘆	えいたん	thán phục, cảm thán — chức năng thứ hai của けり bên cạnh quá khứ hồi tưởng	Vịnh Thán
native_advanced_drafts	batch_0671_0680	R_0671	若草	わかくさ	cỏ non — ẩn dụ chỉ cô bé Murasaki (thiếu nữ chưa trưởng thành)	Nhược Thảo
native_advanced_drafts	batch_0671_0680	R_0671	荻の葉	おぎのは	lá lau, nhành lau — biểu tượng mùa thu và nỗi nhớ trong thơ ca Heian	Địch Diệp
native_advanced_drafts	batch_0671_0680	R_0671	おぼろ	おぼろ	mờ nhạt, mơ hồ, không rõ nét — thường dùng về trăng, sao trong văn học Heian	
native_advanced_drafts	batch_0671_0680	R_0671	千代	ちよ	ngàn năm, trường thọ — cụm chúc tụng trong thơ ca Heian	Thiên Đại
native_advanced_drafts	batch_0671_0680	R_0672	純粋経験	じゅんすいけいけん	thuần túy kinh nghiệm — khái niệm trung tâm của Nishida: kinh nghiệm trực tiếp trước khi có sự phân chia chủ-khách	Chuẩn Túy Kinh Nghiệm
native_advanced_drafts	batch_0671_0680	R_0672	場所	ばしょ	basho, trường sở — khái niệm triết học của Nishida: nền tảng tuyệt đối bao hàm tất cả sự đối lập	Tràng Sở
native_advanced_drafts	batch_0671_0680	R_0672	把握	はあく	nắm bắt, nắm giữ (tri thức học: chủ thể nắm bắt đối tượng)	Bả Ác
native_advanced_drafts	batch_0671_0680	R_0672	反省	はんせい	phản tư, sự nhìn lại (triết học: hành vi tư duy nhìn lại chính nó)	Phiên Tỉnh
native_advanced_drafts	batch_0671_0680	R_0672	合一	ごういつ	hợp nhất, trở thành một (sự hợp nhất hoàn toàn — từ Hán-Nhật cổ điển)	Cáp Nhất
native_advanced_drafts	batch_0671_0680	R_0672	包摂	ほうせつ	bao hàm, bao gộp vào (logic và triết học: một khái niệm rộng hơn bao hàm khái niệm hẹp hơn)	Bao Xếp
native_advanced_drafts	batch_0671_0680	R_0672	弁証法	べんしょうほう	phép biện chứng — phương pháp triết học Hegel: đề luận → phản luận → tổng hợp	Biền Chứng Pháp
native_advanced_drafts	batch_0671_0680	R_0672	主観的精神	しゅかんてきせいしん	tinh thần chủ quan — tinh thần còn gắn với chủ thể cá nhân, chưa đạt tới tuyệt đối tinh thần (thuật ngữ Hegel)	Chủ Quan Đích Tinh Thần
native_advanced_drafts	batch_0671_0680	R_0672	道徳法則	どうとくほうそく	quy luật đạo đức — thuật ngữ Kant: quy luật đạo đức phổ quát không phụ thuộc kinh nghiệm	Đáo Đức Pháp Tắc
native_advanced_drafts	batch_0671_0680	R_0672	湧き出る	わきでる	tuôn chảy ra, phun ra (ẩn dụ: chân lý/ý thức trào ra từ chiều sâu)	Dũng Xuất
native_advanced_drafts	batch_0671_0680	R_0672	根底	こんてい	tầng sâu nhất, nền tảng căn bản (文語 — khác với 基礎: nhấn mạnh chiều sâu hơn chiều rộng)	Căn Để
