level	batch	reading_id	word	reading	meaning	han_viet
n5_basic_drafts	batch_0001_0010	R_0001	毎朝	まいあさ	mỗi sáng	Mỗi Triêu
n5_basic_drafts	batch_0001_0010	R_0001	顔	かお	khuôn mặt	Nhan
n5_basic_drafts	batch_0001_0010	R_0001	牛乳	ぎゅうにゅう	sữa bò	Ngưu Nhũ
n5_basic_drafts	batch_0001_0010	R_0001	空気	くうき	không khí	Không Khí
n5_basic_drafts	batch_0001_0010	R_0001	気持ち	きもち	cảm giác	Khí Trì
n5_basic_drafts	batch_0001_0010	R_0002	食堂	しょくどう	căng tin, nhà ăn	Thực Đường
n5_basic_drafts	batch_0001_0010	R_0002	今日	きょう	hôm nay	Kim Nhật
n5_basic_drafts	batch_0001_0010	R_0002	友だち	ともだち	bạn bè	Hữu
n5_basic_drafts	batch_0001_0010	R_0002	好き	すき	thích	Hảo
n5_basic_drafts	batch_0001_0010	R_0003	土曜日	どようび	thứ Bảy	Thổ Diệu Nhật
n5_basic_drafts	batch_0001_0010	R_0003	一緒	いっしょ	cùng nhau	Nhất Tự
n5_basic_drafts	batch_0001_0010	R_0003	野菜	やさい	rau củ	Dã Thái
n5_basic_drafts	batch_0001_0010	R_0003	全部	ぜんぶ	tổng cộng, tất cả	Toàn Bộ
n5_basic_drafts	batch_0001_0010	R_0003	荷物	にもつ	hành lý, đồ đạc	Hà Vật
n5_basic_drafts	batch_0001_0010	R_0004	そうじ	そうじ	dọn dẹp, vệ sinh	
n5_basic_drafts	batch_0001_0010	R_0004	集める	あつめる	thu thập, sưu tầm	Tập
n5_basic_drafts	batch_0001_0010	R_0004	拭く	ふく	lau, chùi	Thức
n5_basic_drafts	batch_0001_0010	R_0004	本棚	ほんだな	kệ sách	Bản Bằng
n5_basic_drafts	batch_0001_0010	R_0004	並べる	ならべる	xếp, sắp xếp	Tịnh
n5_basic_drafts	batch_0001_0010	R_0005	晩ごはん	ばんごはん	cơm tối, bữa tối	Vãn
n5_basic_drafts	batch_0001_0010	R_0005	卵焼き	たまごやき	trứng chiên	Noãn Thiêu
n5_basic_drafts	batch_0001_0010	R_0005	割る	わる	đập, bẻ	Cát
n5_basic_drafts	batch_0001_0010	R_0005	豆腐	とうふ	đậu phụ	Đậu Hủ
n5_basic_drafts	batch_0001_0010	R_0005	わかめ	わかめ	rong biển wakame	
n5_basic_drafts	batch_0001_0010	R_0006	習慣	しゅうかん	thói quen	Tập Quán
n5_basic_drafts	batch_0001_0010	R_0006	紹介	しょうかい	giới thiệu	Thiệu Giới
n5_basic_drafts	batch_0001_0010	R_0006	日記	にっき	nhật ký	Nhật Kí
n5_basic_drafts	batch_0001_0010	R_0006	寝る	ねる	ngủ	Tẩm
n5_basic_drafts	batch_0001_0010	R_0007	天気	てんき	thời tiết	Thiên Khí
n5_basic_drafts	batch_0001_0010	R_0007	午前中	ごぜんちゅう	buổi sáng, trong buổi sáng	Ngọ Tiền Trung
n5_basic_drafts	batch_0001_0010	R_0007	公園	こうえん	công viên	Công Viên
n5_basic_drafts	batch_0001_0010	R_0007	午後	ごご	buổi chiều	Ngọ Hậu
n5_basic_drafts	batch_0001_0010	R_0007	映画	えいが	phim ảnh	Ánh Họa
n5_basic_drafts	batch_0001_0010	R_0008	父	ちち	bố (khiêm tốn, khi nói với người ngoài)	Phụ
n5_basic_drafts	batch_0001_0010	R_0008	母	はは	mẹ (khiêm tốn, khi nói với người ngoài)	Mẫu
n5_basic_drafts	batch_0001_0010	R_0008	兄	あに	anh trai (khiêm tốn)	Huynh
n5_basic_drafts	batch_0001_0010	R_0008	銀行員	ぎんこういん	nhân viên ngân hàng	Ngân Hành Viên
n5_basic_drafts	batch_0001_0010	R_0008	花屋	はなや	tiệm hoa	Hoa Ốc
n5_basic_drafts	batch_0001_0010	R_0008	通う	かよう	đi lại, đi học	Thông
n5_basic_drafts	batch_0001_0010	R_0008	小学生	しょうがくせい	học sinh tiểu học	Tiểu Học Sanh
n5_basic_drafts	batch_0001_0010	R_0009	誕生日	たんじょうび	sinh nhật	Đản Sanh Nhật
n5_basic_drafts	batch_0001_0010	R_0009	選ぶ	えらぶ	chọn, lựa chọn	Tuyển
n5_basic_drafts	batch_0001_0010	R_0009	バラ		hoa hồng	
n5_basic_drafts	batch_0001_0010	R_0009	パーティー		tiệc, bữa tiệc	
n5_basic_drafts	batch_0001_0010	R_0009	うれしい	うれしい	vui, hạnh phúc	
n5_basic_drafts	batch_0001_0010	R_0010	赤ちゃん	あかちゃん	em bé	Xích
n5_basic_drafts	batch_0001_0010	R_0010	ミルク		sữa công thức (cho em bé, khác 牛乳)	
n5_basic_drafts	batch_0001_0010	R_0010	おもちゃ	おもちゃ	đồ chơi	
n5_basic_drafts	batch_0001_0010	R_0010	笑顔	えがお	nụ cười	Tiếu Nhan
n5_basic_drafts	batch_0001_0010	R_0010	泣く	なく	khóc	Khấp
n5_basic_drafts	batch_0011_0020	R_0011	北海道	ほっかいどう	Hokkaido (tên vùng)	Bắc Hải Đạo
n5_basic_drafts	batch_0011_0020	R_0011	魚	さかな	cá	Ngư
n5_basic_drafts	batch_0011_0020	R_0011	海	うみ	biển	Hải
n5_basic_drafts	batch_0011_0020	R_0011	料理	りょうり	món ăn, nấu ăn	Liêu Lí
n5_basic_drafts	batch_0011_0020	R_0011	上手	じょうず	giỏi, khéo léo	Thượng Thủ
n5_basic_drafts	batch_0011_0020	R_0012	お正月	おしょうがつ	Tết (Nhật Bản)	Chánh Nguyệt
n5_basic_drafts	batch_0011_0020	R_0012	おせち料理	おせちりょうり	món ăn truyền thống ngày Tết	Liêu Lí
n5_basic_drafts	batch_0011_0020	R_0012	お年玉	おとしだま	lì xì (tiền mừng tuổi đầu năm)	Niên Ngọc
n5_basic_drafts	batch_0011_0020	R_0012	初詣	はつもうで	đi viếng đền đầu năm	Sơ Nghệ
n5_basic_drafts	batch_0011_0020	R_0012	お参り	おまいり	cầu nguyện, viếng đền	Tham
n5_basic_drafts	batch_0011_0020	R_0013	クラス		lớp học	
n5_basic_drafts	batch_0011_0020	R_0013	学生	がくせい	học sinh, sinh viên	Học Sanh
n5_basic_drafts	batch_0011_0020	R_0013	優しい	やさしい	hiền, dịu dàng	Ưu
n5_basic_drafts	batch_0011_0020	R_0013	教科書	きょうかしょ	sách giáo khoa	Giáo Khoa Thư
n5_basic_drafts	batch_0011_0020	R_0013	漢字	かんじ	chữ Hán	Hán Tự
n5_basic_drafts	batch_0011_0020	R_0014	親友	しんゆう	bạn thân	Thân Hữu
n5_basic_drafts	batch_0011_0020	R_0014	ベトナム人		người Việt Nam	Nhân
n5_basic_drafts	batch_0011_0020	R_0014	いっしょに	いっしょに	cùng nhau	
n5_basic_drafts	batch_0011_0020	R_0014	昼ごはん	ひるごはん	bữa trưa	Trú
n5_basic_drafts	batch_0011_0020	R_0015	サッカー部		câu lạc bộ bóng đá	Bộ
n5_basic_drafts	batch_0011_0020	R_0015	練習	れんしゅう	luyện tập	Luyện Tập
n5_basic_drafts	batch_0011_0020	R_0015	グラウンド		sân (thể thao)	
n5_basic_drafts	batch_0011_0020	R_0015	コーチ		huấn luyện viên	
n5_basic_drafts	batch_0011_0020	R_0015	学生	がくせい	học sinh, sinh viên	Học Sanh
n5_basic_drafts	batch_0011_0020	R_0016	数学	すうがく	toán học	Sổ Học
n5_basic_drafts	batch_0011_0020	R_0016	テスト		bài thi	
n5_basic_drafts	batch_0011_0020	R_0016	図書館	としょかん	thư viện	Đồ Thư Quán
n5_basic_drafts	batch_0011_0020	R_0016	得意	とくい	giỏi, sở trường	Đắc Ý
n5_basic_drafts	batch_0011_0020	R_0016	ていねいに	ていねいに	cẩn thận, tỉ mỉ	
n5_basic_drafts	batch_0011_0020	R_0017	卒業式	そつぎょうしき	lễ tốt nghiệp	Tốt Nghiệp Thức
n5_basic_drafts	batch_0011_0020	R_0017	体育館	たいいくかん	nhà thi đấu, phòng thể dục	Thể Dục Quán
n5_basic_drafts	batch_0011_0020	R_0017	写真	しゃしん	ảnh, hình	Tả Chân
n5_basic_drafts	batch_0011_0020	R_0017	花束	はなたば	bó hoa	Hoa Thúc
n5_basic_drafts	batch_0011_0020	R_0017	桜	さくら	hoa anh đào	Anh
n5_basic_drafts	batch_0011_0020	R_0018	遠足	えんそく	chuyến đi học tập, dã ngoại	Viễn Túc
n5_basic_drafts	batch_0011_0020	R_0018	公園	こうえん	công viên	Công Viên
n5_basic_drafts	batch_0011_0020	R_0018	動物	どうぶつ	động vật	Động Vật
n5_basic_drafts	batch_0011_0020	R_0018	かわいい	かわいい	đáng yêu, dễ thương	
n5_basic_drafts	batch_0011_0020	R_0018	一日	いちにち	một ngày	Nhất Nhật
n5_basic_drafts	batch_0011_0020	R_0019	水泳	すいえい	bơi lội	Thủy Vịnh
n5_basic_drafts	batch_0011_0020	R_0019	プール		bể bơi	
n5_basic_drafts	batch_0011_0020	R_0019	駅	えき	ga tàu	Dịch
n5_basic_drafts	batch_0011_0020	R_0019	近く	ちかく	gần	Cận
n5_basic_drafts	batch_0011_0020	R_0019	速く	はやく	một cách nhanh	Tốc
n5_basic_drafts	batch_0011_0020	R_0020	趣味	しゅみ	sở thích	Thú Vị
n5_basic_drafts	batch_0011_0020	R_0020	音楽	おんがく	âm nhạc	Âm Lạc
n5_basic_drafts	batch_0011_0020	R_0020	特に	とくに	đặc biệt	Đặc
n5_basic_drafts	batch_0011_0020	R_0020	ギター		đàn guitar	
n5_basic_drafts	batch_0011_0020	R_0020	弾きます	ひきます	chơi (nhạc cụ)	Đàn
n5_basic_drafts	batch_0021_0030	R_0021	図書館	としょかん	thư viện	Đồ Thư Quán
n5_basic_drafts	batch_0021_0030	R_0021	近く	ちかく	gần	Cận
n5_basic_drafts	batch_0021_0030	R_0021	毎週	まいしゅう	hàng tuần	Mỗi Chu
n5_basic_drafts	batch_0021_0030	R_0021	土曜日	どようび	thứ Bảy	Thổ Diệu Nhật
n5_basic_drafts	batch_0021_0030	R_0021	静か	しずか	yên tĩnh	Tĩnh
n5_basic_drafts	batch_0021_0030	R_0022	冒険	ぼうけん	phiêu lưu	Mạo Hiểm
n5_basic_drafts	batch_0021_0030	R_0022	週末	しゅうまつ	cuối tuần	Chu Mạt
n5_basic_drafts	batch_0021_0030	R_0022	一緒に	いっしょに	cùng nhau	Nhất Tự
n5_basic_drafts	batch_0021_0030	R_0022	楽しい	たのしい	vui, thú vị	Lạc
n5_basic_drafts	batch_0021_0030	R_0023	趣味	しゅみ	sở thích	Thú Vị
n5_basic_drafts	batch_0021_0030	R_0023	折り紙	おりがみ	origami, nghệ thuật gấp giấy	Chiết Chỉ
n5_basic_drafts	batch_0021_0030	R_0023	鶴	つる	hạc	Hạc
n5_basic_drafts	batch_0021_0030	R_0023	一番	いちばん	nhất	Nhất Phiên
n5_basic_drafts	batch_0021_0030	R_0023	羽	わ	con (đơn vị đếm chim)	Vũ
n5_basic_drafts	batch_0021_0030	R_0024	写真	しゃしん	ảnh, hình chụp	Tả Chân
n5_basic_drafts	batch_0021_0030	R_0024	撮ります	とります	chụp (ảnh)	Toát
n5_basic_drafts	batch_0021_0030	R_0024	公園	こうえん	công viên	Công Viên
n5_basic_drafts	batch_0021_0030	R_0024	カメラ	カメラ	máy ảnh	
