level	batch	reading_id	word	reading	meaning	han_viet
n2_basic_drafts	batch_0341_0350	R_0341	合計特殊出生率	ごうけいとくしゅしゅっしょうりつ	tổng tỷ suất sinh	Hợp Kế Đặc Thù Xuất Sanh Suất
n2_basic_drafts	batch_0341_0350	R_0341	晩婚化	ばんこんか	xu hướng kết hôn muộn	Vãn Hôn Hóa
n2_basic_drafts	batch_0341_0350	R_0341	未婚率	みこんりつ	tỷ lệ không kết hôn	Vị Hôn Suất
n2_basic_drafts	batch_0341_0350	R_0341	複合的	ふくごうてき	phức hợp, đa nhân tố	Phức Hợp Đích
n2_basic_drafts	batch_0341_0350	R_0341	政策立案者	せいさくりつあんしゃ	người làm chính sách, nhà hoạch định chính sách	Chánh Sách Lập Án Giả
n2_basic_drafts	batch_0341_0350	R_0341	実効性	じっこうせい	tính hiệu lực thực tế	Thực Hiệu Tính
n2_basic_drafts	batch_0341_0350	R_0341	社会保障制度	しゃかいほしょうせいど	hệ thống an sinh xã hội	Xã Hội Bảo Chướng Chế Độ
n2_basic_drafts	batch_0341_0350	R_0341	持続可能性	じぞくかのうせい	tính bền vững	Trì Tục Khả Năng Tính
n2_basic_drafts	batch_0341_0350	R_0341	過疎化	かそか	tình trạng giảm dân số, thưa dân	Quá Sơ Hóa
n2_basic_drafts	batch_0341_0350	R_0341	保育所	ほいくしょ	nhà trẻ, cơ sở chăm sóc trẻ em	Bảo Dục Sở
n2_basic_drafts	batch_0341_0350	R_0341	育児休業	いくじきゅうぎょう	nghỉ chăm sóc con (chế độ nghỉ việc để nuôi con)	Dục Nhi Hưu Nghiệp
n2_basic_drafts	batch_0341_0350	R_0341	一朝一夕	いっちょういっせき	trong một sớm một chiều (thành ngữ: không thể giải quyết nhanh)	Nhất Triêu Nhất Tịch
n2_basic_drafts	batch_0341_0350	R_0341	こども家庭庁	こどもかていちょう	Cơ quan Gia đình và Trẻ em (thành lập 4/2023, phụ trách chính sách trẻ em và gia đình)	Gia Đình Sảnh
n2_basic_drafts	batch_0341_0350	R_0342	古来	こらい	từ thời xa xưa, từ xưa đến nay	Cổ Lai
n2_basic_drafts	batch_0341_0350	R_0342	一様	いちよう	đồng nhất, như nhau	Nhất Dạng
n2_basic_drafts	batch_0341_0350	R_0342	欲求段階説	よっきゅうだんかいせつ	thuyết bậc thang nhu cầu (Maslow)	Dục Cầu Đoạn Giai Thuyết
n2_basic_drafts	batch_0341_0350	R_0342	高次化	こうじか	tiến lên bậc cao hơn, nâng cao cấp độ	Cao Thứ Hóa
n2_basic_drafts	batch_0341_0350	R_0342	自己表現	じこひょうげん	tự biểu đạt bản thân	Tự Kỉ Biểu Hiện
n2_basic_drafts	batch_0341_0350	R_0342	ワーク・エンゲージメント	ワーク・エンゲージメント	sự gắn kết công việc (work engagement)	
n2_basic_drafts	batch_0341_0350	R_0342	やりがい搾取	やりがいさくしゅ	bóc lột niềm vui công việc (dùng niềm vui làm lý do trả lương thấp)	Trá Thủ
n2_basic_drafts	batch_0341_0350	R_0342	低賃金	ていちんぎん	mức lương thấp	Đê Nhẫm Kim
n2_basic_drafts	batch_0341_0350	R_0342	対価	たいか	đối giá, thù lao tương xứng	Đối Giá
n2_basic_drafts	batch_0341_0350	R_0342	充実感	じゅうじつかん	cảm giác sung mãn, cảm giác đầy đủ	Sung Thực Cảm
n2_basic_drafts	batch_0341_0350	R_0342	粘り強く	ねばりづよく	kiên trì, bền bỉ	Niêm Cường
n2_basic_drafts	batch_0341_0350	R_0342	インフラ	インフラ	cơ sở hạ tầng	
n2_basic_drafts	batch_0341_0350	R_0342	春闘	しゅんとう	mùa đàm phán tiền lương mùa xuân (đàm phán tập thể hàng năm giữa nghiệp đoàn và doanh nghiệp)	Xuân Đấu
n2_basic_drafts	batch_0341_0350	R_0343	生成AI	せいせいエーアイ	AI tạo sinh (AI có thể tạo ra nội dung mới)	Sanh Thành
n2_basic_drafts	batch_0341_0350	R_0343	契機	けいき	cơ hội, dịp, bước ngoặt	Khế Ki
n2_basic_drafts	batch_0341_0350	R_0343	人間固有	にんげんこゆう	đặc hữu của con người, chỉ con người mới có	Nhân Gian Cố Hữu
n2_basic_drafts	batch_0341_0350	R_0343	代替	だいたい	thay thế	Đại Thế
n2_basic_drafts	batch_0341_0350	R_0343	驚異的	きょういてき	đáng kinh ngạc, phi thường	Kinh Dị Đích
n2_basic_drafts	batch_0341_0350	R_0343	著作権	ちょさくけん	bản quyền, quyền tác giả	Trứ Tác Quyền
n2_basic_drafts	batch_0341_0350	R_0343	偏見	へんけん	định kiến, thành kiến	Thiên Kiến
n2_basic_drafts	batch_0341_0350	R_0343	倫理的	りんりてき	thuộc về đạo đức, mang tính đạo đức	Luân Lí Đích
n2_basic_drafts	batch_0341_0350	R_0343	協働	きょうどう	hợp tác cùng làm, cộng tác	Hiệp Động
n2_basic_drafts	batch_0341_0350	R_0343	花開く	はなひらく	nở rộ, nở hoa (ẩn dụ: phát triển rực rỡ)	Hoa Khai
n2_basic_drafts	batch_0341_0350	R_0343	根本的	こんぽんてき	căn bản, cơ bản	Căn Bản Đích
n2_basic_drafts	batch_0341_0350	R_0343	表現	ひょうげん	biểu đạt, cách thể hiện	Biểu Hiện
n2_basic_drafts	batch_0341_0350	R_0343	AI事業者ガイドライン	エーアイじぎょうしゃガイドライン	Hướng dẫn cho nhà kinh doanh AI (do Bộ METI và MIC Nhật Bản ban hành 4/2024)	Sự Nghiệp Giả
n2_basic_drafts	batch_0341_0350	R_0344	義務教育	ぎむきょういく	giáo dục bắt buộc	Nghĩa Vụ Giáo Dục
n2_basic_drafts	batch_0341_0350	R_0344	格差	かくさ	khoảng cách, bất bình đẳng	Cách Soa
n2_basic_drafts	batch_0341_0350	R_0344	過疎地域	かそちいき	vùng thưa dân, vùng hẻo lánh	Quá Sơ Địa Vực
