level	batch	reading_id	word	reading	meaning	han_viet
n5_advanced_drafts	batch_0031_0040	R_0031	毎朝	まいあさ	mỗi sáng	Mỗi Triêu
n5_advanced_drafts	batch_0031_0040	R_0031	台所	だいどころ	nhà bếp	Thai Sở
n5_advanced_drafts	batch_0031_0040	R_0031	卵	たまご	trứng	Noãn
n5_advanced_drafts	batch_0031_0040	R_0031	牛乳	ぎゅうにゅう	sữa bò	Ngưu Nhũ
n5_advanced_drafts	batch_0031_0040	R_0031	自転車	じてんしゃ	xe đạp	Tự Chuyển Xa
n5_advanced_drafts	batch_0031_0040	R_0032	日曜日	にちようび	chủ nhật	Nhật Diệu Nhật
n5_advanced_drafts	batch_0031_0040	R_0032	飲み物	のみもの	đồ uống	Ẩm Vật
n5_advanced_drafts	batch_0031_0040	R_0032	人気	にんき	sự phổ biến, được yêu thích	Nhân Khí
n5_advanced_drafts	batch_0031_0040	R_0032	いつも	いつも	luôn luôn	
n5_advanced_drafts	batch_0031_0040	R_0032	ドリンクバー	ドリンクバー	drink bar (uống tự do không giới hạn)	
n5_advanced_drafts	batch_0031_0040	R_0033	近く	ちかく	gần	Cận
n5_advanced_drafts	batch_0031_0040	R_0033	開いて	あいて	mở (cửa)	Khai
n5_advanced_drafts	batch_0031_0040	R_0033	安い	やすい	rẻ	An
n5_advanced_drafts	batch_0031_0040	R_0033	お弁当	おべんとう	cơm hộp	Biện Đương
n5_advanced_drafts	batch_0031_0040	R_0033	店員	てんいん	nhân viên cửa hàng	Điếm Viên
n5_advanced_drafts	batch_0031_0040	R_0033	親切	しんせつ	thân thiện, tốt bụng	Thân Thiết
n5_advanced_drafts	batch_0031_0040	R_0034	違う	ちがう	khác nhau	Vi
n5_advanced_drafts	batch_0031_0040	R_0034	習慣	しゅうかん	thói quen	Tập Quán
n5_advanced_drafts	batch_0031_0040	R_0034	味噌汁	みそしる	súp miso	Vị Tăng Trấp
n5_advanced_drafts	batch_0031_0040	R_0034	寝ます	ねます	ngủ, đi ngủ	Tẩm
n5_advanced_drafts	batch_0031_0040	R_0035	出かけます	でかけます	đi ra ngoài	Xuất
n5_advanced_drafts	batch_0031_0040	R_0035	一緒に	いっしょに	cùng nhau	Nhất Tự
n5_advanced_drafts	batch_0031_0040	R_0035	遊びます	あそびます	chơi	Du
n5_advanced_drafts	batch_0031_0040	R_0035	服	ふく	quần áo	Phục
n5_advanced_drafts	batch_0031_0040	R_0035	晩	ばん	tối, buổi tối	Vãn
n5_advanced_drafts	batch_0031_0040	R_0036	全部	ぜんぶ	tổng cộng, tất cả	Toàn Bộ
n5_advanced_drafts	batch_0031_0040	R_0036	祖父	そふ	ông nội/ngoại	Tổ Phụ
n5_advanced_drafts	batch_0031_0040	R_0036	祖母	そぼ	bà nội/ngoại	Tổ Mẫu
n5_advanced_drafts	batch_0031_0040	R_0036	農家	のうか	nông dân, nhà nông	Nông Gia
n5_advanced_drafts	batch_0031_0040	R_0036	元気	げんき	khỏe mạnh	Nguyên Khí
n5_advanced_drafts	batch_0031_0040	R_0037	先月	せんげつ	tháng trước	Tiên Nguyệt
n5_advanced_drafts	batch_0031_0040	R_0037	新幹線	しんかんせん	tàu cao tốc shinkansen	Tân Cán Tuyến
n5_advanced_drafts	batch_0031_0040	R_0037	有名	ゆうめい	nổi tiếng	Hữu Danh
n5_advanced_drafts	batch_0031_0040	R_0037	写真	しゃしん	ảnh, hình chụp	Tả Chân
n5_advanced_drafts	batch_0031_0040	R_0037	旅館	りょかん	nhà trọ kiểu Nhật	Lữ Quán
n5_advanced_drafts	batch_0031_0040	R_0038	お盆	おぼん	lễ Obon (lễ Vu Lan Nhật)	Bồn
